Make,Model,Condition,Price,Year,Body_Type,Fuel_Type,Enginer_Size,Fuel_Consumption,Acceleration,GearBox,DriveTrain,CO2_Emissions,Doors,Seats,Annual_Tax
AUDI,TT,Used,23495,2014,Coupe,Petrol,1.8L,47.1 mpg,6.9,Manual,,138,3 doors,4 seats,140
AUDI,TT,Used,23500,2014,Coupe,Petrol,2.0L,42.8 mpg,5.3,Automatic,quattro,153,3 doors,4 seats,195
AUDI,TT,Used,23500,2014,Coupe,Petrol,2.0L,42.8 mpg,5.3,Automatic,quattro,153,3 doors,4 seats,195
AUDI,TT,Used,24844,2014,Coupe,Petrol,2.0L,46.3 mpg,6.0,Manual,,141,3 doors,4 seats,155
AUDI,TT,Used,23491,2014,Coupe,Petrol,2.0L,43.5 mpg,5.3,Automatic,quattro,153,3 doors,4 seats,195
AUDI,TT,Used,23900,2014,Coupe,Petrol,2.0L,43.5 mpg,5.9,Automatic,,150,3 doors,4 seats,155
AUDI,TT,Used,23802,2014,Coupe,Petrol,2.0L,43.5 mpg,5.3,Automatic,quattro,153,3 doors,4 seats,195
AUDI,TT,Used,23900,2014,Convertible,Petrol,2.0L,45.6 mpg,6.2,Manual,,144,2 doors,2 seats,140
AUDI,TT,Used,23494,2014,Coupe,Petrol,1.8L,47.1 mpg,6.9,Manual,,138,3 doors,4 seats,140
AUDI,TT,Used,23773,2014,Coupe,Diesel,2.0L,67.3 mpg,7.1,Manual,,110,3 doors,4 seats,20
AUDI,TT,Used,23736,2016,Convertible,Petrol,2.0L,,,Automatic,,,2 doors,,
AUDI,TT,Used,23791,2014,Coupe,Petrol,2.0L,43.5 mpg,5.3,Automatic,quattro,153,3 doors,4 seats,195
AUDI,TT,Used,23749,2014,Coupe,Petrol,2.0L,43.5 mpg,5.3,Automatic,quattro,153,3 doors,4 seats,195
AUDI,TT,Used,23750,2014,Convertible,Petrol,2.0L,45.6 mpg,6.2,Manual,,144,2 doors,2 seats,155
AUDI,TT,Used,23490,2014,Convertible,Petrol,1.8L,46.3 mpg,7.2,Manual,,142,2 doors,2 seats,155
AUDI,TT,Used,24850,2014,Coupe,Petrol,1.8L,47.1 mpg,6.9,Manual,,138,3 doors,4 seats,140
AUDI,TT,Used,23790,2014,Coupe,Petrol,2.0L,43.5 mpg,5.9,Automatic,,150,3 doors,4 seats,155
AUDI,TT,Used,23444,2014,Coupe,Petrol,2.0L,43.5 mpg,5.9,Automatic,,150,3 doors,4 seats,155
AUDI,TT,Used,22500,2014,Convertible,Petrol,2.0L,45.6 mpg,6.2,Manual,,144,2 doors,2 seats,140
AUDI,TT,Used,23750,2014,Coupe,Petrol,2.0L,43.5 mpg,5.9,Automatic,,150,3 doors,4 seats,155
AUDI,TT,Used,23352,2014,Coupe,Petrol,2.0L,43.5 mpg,5.9,Automatic,,150,3 doors,4 seats,155
AUDI,TT,Used,23000,2014,Coupe,Petrol,2.0L,44.1 mpg,5.3,Automatic,quattro,149,3 doors,4 seats,155
AUDI,TT,Used,22994,2014,Coupe,Petrol,2.0L,43.5 mpg,5.9,Automatic,,150,3 doors,4 seats,155
AUDI,TT,Used,23050,2014,Coupe,Petrol,2.0L,42.8 mpg,5.3,Automatic,quattro,153,3 doors,4 seats,195
AUDI,TT,Used,24850,2014,Coupe,Petrol,1.8L,47.1 mpg,6.9,Manual,,138,3 doors,4 seats,140
AUDI,TT,Used,23000,2014,Coupe,Petrol,2.0L,43.5 mpg,5.9,Automatic,,150,3 doors,4 seats,155
AUDI,TT,Used,22995,2014,Coupe,Petrol,2.0L,43.5 mpg,5.3,Automatic,quattro,153,3 doors,4 seats,195
AUDI,TT,Used,22990,2014,Coupe,Petrol,2.0L,44.1 mpg,5.3,Automatic,quattro,149,3 doors,4 seats,155
AUDI,TT,Used,22989,2014,Coupe,Petrol,2.0L,43.5 mpg,5.3,Automatic,quattro,153,3 doors,4 seats,195
AUDI,TT,Used,22989,2014,Coupe,Diesel,2.0L,60.1 mpg,7.1,Manual,,117,3 doors,4 seats,140
AUDI,TT,Used,22980,2014,Coupe,Petrol,2.0L,43.5 mpg,5.9,Automatic,,150,3 doors,4 seats,155
AUDI,TT,Used,22975,2014,Coupe,Petrol,1.8L,47.1 mpg,6.9,Manual,,138,3 doors,4 seats,140
AUDI,TT,Used,22900,2014,Coupe,Petrol,1.8L,47.1 mpg,6.9,Manual,,138,3 doors,4 seats,
AUDI,TT,Used,22920,2014,Coupe,Petrol,2.0L,43.5 mpg,5.3,Automatic,quattro,153,3 doors,4 seats,195
AUDI,TT,Used,19000,2014,Coupe,Diesel,2.0L,67.3 mpg,7.1,Manual,,110,3 doors,4 seats,20
AUDI,TT,Used,23999,2017,Convertible,Petrol,1.8L,,,Manual,,,2 doors,,
AUDI,TT,Used,22790,2014,Coupe,Diesel,2.0L,60.1 mpg,7.1,Manual,,117,3 doors,4 seats,30
AUDI,TT,Used,22736,2015,Coupe,Petrol,2.0L,,,Manual,,168,2 doors,4 seats,230
AUDI,TT,Used,22700,2014,Coupe,Petrol,2.0L,43.5 mpg,5.3,Automatic,quattro,153,3 doors,4 seats,195
AUDI,TT,Used,22750,2014,Convertible,Petrol,2.0L,40.9 mpg,5.6,Automatic,quattro,158,2 doors,2 seats,195
AUDI,TT,Used,22691,2014,Coupe,Petrol,2.0L,42.8 mpg,5.3,Automatic,quattro,153,3 doors,4 seats,195
AUDI,TT,Used,22650,2014,Coupe,Petrol,2.0L,46.3 mpg,6.0,Manual,,141,3 doors,4 seats,155
AUDI,TT,Used,22500,2014,Coupe,Petrol,2.0L,44.1 mpg,5.3,Automatic,quattro,149,3 doors,4 seats,195
AUDI,TT,Used,22500,2014,Coupe,Petrol,2.0L,43.5 mpg,5.9,Automatic,,150,3 doors,4 seats,155
AUDI,TT,Used,22500,2014,Coupe,Petrol,2.0L,43.5 mpg,5.9,Automatic,,150,3 doors,4 seats,155
AUDI,TT,Used,20000,2014,Coupe,Petrol,2.0L,44.1 mpg,5.3,Automatic,quattro,149,3 doors,4 seats,155
AUDI,TT,Used,21250,2014,Coupe,Petrol,2.0L,43.5 mpg,5.9,Automatic,,150,3 doors,4 seats,155
AUDI,TT,Used,21250,2014,Convertible,Diesel,2.0L,61.4 mpg,7.3,Manual,,120,2 doors,2 seats,30
AUDI,TT,Used,21250,2014,Coupe,Petrol,2.0L,46.3 mpg,6.0,Manual,,141,3 doors,4 seats,155
AUDI,TT,Used,21000,2014,Coupe,Petrol,2.0L,43.5 mpg,5.3,Automatic,quattro,153,3 doors,4 seats,195
AUDI,TT,Used,21000,2014,Coupe,Petrol,2.0L,44.1 mpg,5.3,Automatic,quattro,149,3 doors,4 seats,155
AUDI,TT,Used,20995,2014,Coupe,Petrol,2.0L,42.8 mpg,5.3,Automatic,quattro,153,3 doors,4 seats,140
AUDI,TT,Used,20950,2014,Coupe,Petrol,2.0L,44.1 mpg,5.3,Automatic,quattro,149,3 doors,4 seats,
AUDI,TT,Used,20995,2014,Coupe,Petrol,2.0L,47.9 mpg,6.0,Manual,,137,3 doors,4 seats,140
AUDI,TT,Used,22500,2014,Convertible,Petrol,2.0L,40.9 mpg,5.6,Automatic,quattro,154,2 doors,2 seats,195
AUDI,TT,Used,20900,2014,Coupe,Petrol,2.0L,43.5 mpg,5.3,Automatic,quattro,153,3 doors,4 seats,195
AUDI,TT,Used,23994,2014,Coupe,Petrol,2.0L,43.5 mpg,5.9,Automatic,,150,3 doors,4 seats,155
AUDI,TT,Used,22500,2014,Convertible,Petrol,2.0L,40.9 mpg,5.6,Automatic,quattro,154,2 doors,2 seats,195
AUDI,TT,Used,22500,2014,Convertible,Petrol,2.0L,40.9 mpg,5.6,Automatic,quattro,,2 doors,2 seats,
AUDI,TT,Used,22500,2014,Convertible,Petrol,2.0L,40.9 mpg,5.6,Automatic,quattro,154,2 doors,2 seats,195
AUDI,TT,Used,22500,2014,Convertible,Petrol,2.0L,45.6 mpg,6.2,Manual,,144,2 doors,2 seats,155
AUDI,TT,Used,22500,2014,Coupe,Petrol,2.0L,43.5 mpg,5.3,Automatic,quattro,153,3 doors,4 seats,195
AUDI,TT,Used,22500,2014,Coupe,Petrol,2.0L,42.8 mpg,5.3,Automatic,quattro,153,3 doors,4 seats,195
AUDI,TT,Used,18750,2014,Coupe,Petrol,2.0L,47.9 mpg,6.0,Manual,,137,3 doors,4 seats,
AUDI,TT,Used,18990,2014,Coupe,Petrol,2.0L,46.3 mpg,6.0,Manual,,141,3 doors,4 seats,155
AUDI,TT,Used,24895,2014,Convertible,Petrol,2.0L,42.2 mpg,5.6,Automatic,quattro,154,2 doors,2 seats,195
AUDI,TT,Used,18500,2014,Coupe,Petrol,2.0L,47.9 mpg,6.0,Manual,,137,3 doors,4 seats,140
AUDI,TT,Used,24850,2014,Coupe,Petrol,1.8L,47.1 mpg,6.9,Manual,,138,3 doors,4 seats,140
AUDI,TT,Used,18500,2014,Coupe,Diesel,2.0L,62.8 mpg,7.1,Manual,,116,3 doors,4 seats,30
AUDI,TT,Used,18499,2014,Coupe,Petrol,2.0L,46.3 mpg,6.0,Manual,,141,3 doors,4 seats,155
AUDI,TT,Used,24990,2014,Coupe,Petrol,2.0L,42.8 mpg,5.3,Automatic,quattro,153,3 doors,4 seats,195
AUDI,TT,Used,18500,2014,Coupe,Petrol,1.8L,47.1 mpg,6.9,Manual,,138,3 doors,4 seats,140
AUDI,TT,Used,18350,2014,Coupe,Petrol,1.8L,47.1 mpg,6.9,Manual,,138,3 doors,4 seats,
AUDI,TT,Used,18000,2014,Coupe,Diesel,2.0L,67.3 mpg,7.1,Manual,,110,3 doors,4 seats,20
AUDI,TT,Used,21499,2014,Coupe,Petrol,2.0L,43.5 mpg,5.3,Automatic,quattro,153,3 doors,4 seats,195
AUDI,TT,Used,20804,2014,Coupe,Diesel,2.0L,60.1 mpg,7.1,Manual,,117,3 doors,4 seats,30
AUDI,TT,Used,18364,2014,Coupe,Diesel,2.0L,62.8 mpg,7.1,Manual,,116,3 doors,4 seats,30
AUDI,TT,Used,18000,2014,Coupe,Diesel,2.0L,67.3 mpg,7.1,Manual,,110,3 doors,4 seats,20
AUDI,TT,Used,20500,2014,Coupe,Petrol,1.8L,47.1 mpg,6.9,Manual,,138,3 doors,4 seats,140
AUDI,TT,Used,20750,2014,Coupe,Petrol,2.0L,46.3 mpg,6.0,Manual,,141,3 doors,4 seats,155
AUDI,TT,Used,20495,2014,Coupe,Petrol,2.0L,46.3 mpg,6.0,Manual,,141,3 doors,4 seats,155
AUDI,TT,Used,20250,2014,Coupe,Diesel,2.0L,62.8 mpg,7.1,Manual,,116,3 doors,4 seats,30
AUDI,TT,Used,20190,2014,Coupe,Petrol,1.8L,47.1 mpg,6.9,Manual,,138,3 doors,4 seats,140
AUDI,TT,Used,23999,2017,Convertible,Petrol,1.8L,,,Manual,,,2 doors,,
AUDI,TT,Used,21450,2014,Coupe,Petrol,2.0L,43.5 mpg,5.3,Automatic,quattro,153,3 doors,4 seats,195
AUDI,TT,Used,20295,2014,Coupe,Diesel,2.0L,62.8 mpg,7.1,Manual,,117,3 doors,4 seats,30
AUDI,TT,Used,20750,2014,Coupe,Petrol,1.8L,47.1 mpg,6.9,Manual,,138,3 doors,4 seats,140
AUDI,TT,Used,22500,2014,Convertible,Petrol,2.0L,45.6 mpg,6.2,Manual,,144,2 doors,2 seats,140
AUDI,TT,Used,20000,2014,Coupe,Petrol,1.8L,47.1 mpg,6.9,Manual,,138,3 doors,4 seats,140
AUDI,TT,Used,23950,2014,Coupe,Petrol,2.0L,43.5 mpg,5.9,Automatic,,150,3 doors,4 seats,155
AUDI,TT,Used,23550,2014,Coupe,Petrol,2.0L,42.8 mpg,5.3,Automatic,quattro,153,3 doors,4 seats,195
AUDI,TT,Used,23000,2014,Coupe,Petrol,2.0L,43.5 mpg,5.9,Automatic,,150,3 doors,4 seats,155
AUDI,TT,Used,23499,2014,Coupe,Petrol,2.0L,44.1 mpg,5.3,Automatic,quattro,149,3 doors,4 seats,
AUDI,TT,Used,22750,2014,Coupe,Petrol,1.8L,47.1 mpg,6.9,Manual,,138,3 doors,4 seats,140
AUDI,TT,Used,22995,2016,Convertible,Petrol,,,,Automatic,,,2 doors,,
AUDI,TT,Used,23000,2014,Coupe,Petrol,1.8L,47.1 mpg,6.9,Manual,,138,3 doors,4 seats,140
AUDI,TT,Used,23000,2014,Coupe,Petrol,2.0L,43.5 mpg,5.9,Automatic,,150,3 doors,4 seats,155
AUDI,TT,Used,22500,2014,Coupe,Petrol,2.0L,43.5 mpg,5.9,Automatic,,150,3 doors,4 seats,155
AUDI,TT,Used,22500,2014,Convertible,Petrol,2.0L,45.6 mpg,6.2,Manual,,144,2 doors,2 seats,140
AUDI,TT,Used,12995,2006,Convertible,Diesel,2.0L,51.4 mpg,7.8,Manual,quattro,144,2 doors,2 seats,155
AUDI,TT,Used,14495,2006,Convertible,Petrol,2.0L,42.2 mpg,6.2,Manual,,156,2 doors,2 seats,195
AUDI,TT,Used,11400,2006,Coupe,Petrol,2.0L,42.8 mpg,6.0,Manual,,154,3 doors,4 seats,195
AUDI,TT,Used,12990,2006,Coupe,Diesel,2.0L,51.4 mpg,7.5,Automatic,quattro,144,3 doors,4 seats,
AUDI,TT,Used,12995,2006,Convertible,Diesel,2.0L,51.4 mpg,7.8,Manual,quattro,144,2 doors,2 seats,155
AUDI,TT,Used,16000,2014,Convertible,Diesel,2.0L,,,Automatic,,,2 doors,,
AUDI,TT,Used,16000,2006,Coupe,Diesel,2.0L,53.3 mpg,7.6,Manual,quattro,139,3 doors,4 seats,140
AUDI,TT,Used,17000,2014,Coupe,Diesel,2.0L,60.1 mpg,7.1,Manual,,117,3 doors,4 seats,30
AUDI,TT,Used,17000,2014,Coupe,Diesel,2.0L,67.3 mpg,7.1,Manual,,110,3 doors,4 seats,20
AUDI,TT,Used,16995,2014,Convertible,Petrol,2.0L,,,Automatic,,,2 doors,,
AUDI,TT,Used,17000,2014,Coupe,Petrol,2.0L,46.3 mpg,6.0,Manual,,141,3 doors,4 seats,155
AUDI,TT,Used,16000,2014,Coupe,Diesel,2.0L,62.8 mpg,7.1,Manual,,116,3 doors,4 seats,30
AUDI,TT,Used,14790,2006,Coupe,Petrol,2.0L,35.8 mpg,5.4,Automatic,quattro,169,3 doors,4 seats,230
AUDI,TT,Used,14795,2014,Coupe,Diesel,2.0L,67.3 mpg,7.1,Manual,,110,3 doors,4 seats,20
AUDI,TT,Used,14670,2006,Convertible,Petrol,1.8L,42.8 mpg,7.4,Automatic,,152,2 doors,2 seats,195
AUDI,TT,Used,14500,2006,Coupe,Petrol,2.0L,35.8 mpg,5.4,Automatic,quattro,169,3 doors,4 seats,230
AUDI,TT,Used,11400,2006,Coupe,Petrol,2.0L,42.8 mpg,6.0,Manual,,154,3 doors,4 seats,195
AUDI,TT,Used,15000,2006,Convertible,Diesel,2.0L,51.4 mpg,7.8,Manual,quattro,144,2 doors,2 seats,155
AUDI,TT,Used,15000,2014,Coupe,Diesel,2.0L,62.8 mpg,7.1,Manual,,116,3 doors,4 seats,30
AUDI,TT,Used,14995,2006,Coupe,Diesel,2.0L,51.4 mpg,7.5,Automatic,quattro,144,3 doors,4 seats,155
AUDI,TT,Used,14995,2006,Convertible,Petrol,2.0L,39.2 mpg,6.2,Automatic,,168,2 doors,2 seats,230
AUDI,TT,Used,15000,2006,Convertible,Diesel,2.0L,51.4 mpg,7.8,Manual,quattro,144,2 doors,2 seats,155
AUDI,TT,Used,14995,2006,Coupe,Petrol,2.0L,42.8 mpg,6.2,Manual,,154,3 doors,4 seats,195
AUDI,TT,Used,14995,2006,Coupe,Diesel,2.0L,51.4 mpg,7.7,Manual,quattro,139,3 doors,4 seats,140
AUDI,TT,Used,14499,2006,Coupe,Diesel,2.0L,53.3 mpg,7.6,Manual,quattro,139,3 doors,4 seats,140
AUDI,TT,Used,14495,2006,Convertible,Petrol,2.0L,42.2 mpg,6.2,Manual,,156,2 doors,2 seats,195
AUDI,TT,Used,14990,2006,Coupe,Petrol,2.0L,35.8 mpg,5.4,Automatic,quattro,169,3 doors,4 seats,230
AUDI,TT,Used,14450,2013,Convertible,Petrol,2.0L,,,Manual,,,2 doors,,
AUDI,TT,Used,12995,2006,Coupe,Petrol,2.0L,42.8 mpg,6.1,Manual,,154,3 doors,4 seats,195
AUDI,TT,Used,12800,2006,Coupe,Petrol,2.0L,42.8 mpg,6.1,Manual,,154,3 doors,4 seats,195
AUDI,TT,Used,12950,2006,Convertible,Diesel,2.0L,50.4 mpg,7.7,Automatic,quattro,146,2 doors,2 seats,155
AUDI,TT,Used,12495,2006,Convertible,Petrol,1.8L,43.5 mpg,7.4,Manual,,152,2 doors,2 seats,195
AUDI,TT,Used,12498,2006,Convertible,Diesel,2.0L,51.4 mpg,7.8,Manual,quattro,144,2 doors,2 seats,155
AUDI,TT,Used,12490,2006,Coupe,Diesel,2.0L,51.4 mpg,7.5,Automatic,quattro,144,3 doors,4 seats,155
AUDI,TT,Used,14480,2006,Coupe,Petrol,2.0L,35.8 mpg,5.4,Automatic,quattro,169,3 doors,4 seats,230
AUDI,TT,Used,12250,2006,Coupe,Diesel,2.0L,51.4 mpg,7.5,Automatic,quattro,144,3 doors,4 seats,155
AUDI,TT,Used,12290,2006,Coupe,Diesel,2.0L,53.3 mpg,7.6,Manual,quattro,139,3 doors,4 seats,140
AUDI,TT,Used,12250,2006,Coupe,Petrol,2.0L,42.8 mpg,6.1,Manual,,154,3 doors,4 seats,195
AUDI,TT,Used,12995,2006,Convertible,Diesel,2.0L,51.4 mpg,7.8,Manual,quattro,144,2 doors,2 seats,155
AUDI,TT,Used,12000,2006,Coupe,Petrol,2.0L,,6.0,Automatic,,164,3 doors,4 seats,195
AUDI,TT,Used,8995,2006,Coupe,Diesel,2.0L,53.3 mpg,7.5,Manual,quattro,139,3 doors,4 seats,140
AUDI,TT,Used,8995,2006,Coupe,Diesel,2.0L,53.3 mpg,7.5,Manual,quattro,139,3 doors,4 seats,140
AUDI,TT,Used,11800,2006,Coupe,Petrol,2.0L,42.8 mpg,6.1,Manual,,154,3 doors,4 seats,195
AUDI,TT,Used,11990,2006,Coupe,Diesel,2.0L,51.4 mpg,7.7,Manual,quattro,139,3 doors,4 seats,
AUDI,TT,Used,11000,2006,Coupe,Diesel,2.0L,53.3 mpg,7.6,Manual,quattro,139,3 doors,4 seats,140
AUDI,TT,Used,11000,2006,Convertible,Diesel,2.0L,51.4 mpg,7.7,Manual,,144,2 doors,2 seats,
AUDI,TT,Used,11000,2006,Convertible,Petrol,1.8L,43.5 mpg,7.4,Manual,,152,2 doors,2 seats,195
AUDI,TT,Used,11000,2006,Coupe,Petrol,2.0L,42.8 mpg,6.0,Manual,,154,3 doors,4 seats,195
AUDI,TT,Used,11000,2006,Coupe,Petrol,1.8L,44.1 mpg,7.3,Manual,,149,3 doors,4 seats,155
AUDI,TT,Used,11995,2006,Coupe,Diesel,2.0L,51.4 mpg,7.7,Manual,quattro,139,3 doors,4 seats,140
AUDI,TT,Used,11000,2006,Coupe,Diesel,2.0L,53.3 mpg,7.6,Manual,quattro,139,3 doors,4 seats,140
AUDI,TT,Used,12000,2006,Coupe,Petrol,2.0L,,6.0,Automatic,,164,3 doors,4 seats,195
AUDI,TT,Used,11400,2006,Coupe,Petrol,2.0L,42.8 mpg,6.0,Manual,,154,3 doors,4 seats,195
AUDI,TT,Used,11995,2006,Coupe,Diesel,2.0L,51.4 mpg,7.7,Manual,quattro,139,3 doors,4 seats,
AUDI,TT,Used,11995,2006,Coupe,Diesel,2.0L,51.4 mpg,7.7,Manual,quattro,139,3 doors,4 seats,140
AUDI,TT,Used,11990,2006,Coupe,Diesel,2.0L,51.4 mpg,7.7,Manual,quattro,139,3 doors,4 seats,140
AUDI,TT,Used,11995,2006,Coupe,Petrol,2.0L,42.8 mpg,6.0,Manual,,154,3 doors,4 seats,195
AUDI,TT,Used,11000,2006,Coupe,Petrol,1.8L,44.1 mpg,7.3,Manual,,149,3 doors,4 seats,155
AUDI,TT,Used,11490,2006,Coupe,Diesel,2.0L,51.4 mpg,7.7,Manual,quattro,139,3 doors,4 seats,140
AUDI,TT,Used,11790,2006,Convertible,Diesel,2.0L,51.4 mpg,7.7,Manual,,144,2 doors,2 seats,155
AUDI,TT,Used,11488,2006,Coupe,Diesel,2.0L,53.3 mpg,7.5,Manual,quattro,139,3 doors,4 seats,140
AUDI,TT,Used,14431,2006,Coupe,Petrol,2.0L,42.8 mpg,6.1,Manual,,154,3 doors,4 seats,195
AUDI,TT,Used,11480,2006,Convertible,Petrol,1.8L,43.5 mpg,7.5,Manual,,152,2 doors,2 seats,195
AUDI,TT,Used,11400,2006,Coupe,Petrol,2.0L,42.8 mpg,6.0,Manual,,154,3 doors,4 seats,195
AUDI,TT,Used,14420,2006,Convertible,Petrol,2.0L,42.2 mpg,6.3,Manual,,156,2 doors,2 seats,195
AUDI,TT,Used,14395,2006,Coupe,Diesel,2.0L,53.3 mpg,7.6,Manual,quattro,139,3 doors,4 seats,140
AUDI,TT,Used,14300,2006,Coupe,Diesel,2.0L,53.3 mpg,7.6,Manual,quattro,139,3 doors,4 seats,140
AUDI,TT,Used,14100,2006,Coupe,Diesel,2.0L,51.4 mpg,7.5,Automatic,quattro,144,3 doors,4 seats,155
AUDI,TT,Used,14385,2006,Coupe,Petrol,1.8L,44.1 mpg,7.3,Manual,,149,3 doors,4 seats,155
AUDI,TT,Used,14199,2006,Convertible,Petrol,2.0L,42.2 mpg,6.2,Manual,,156,2 doors,2 seats,195
AUDI,TT,Used,16995,2014,Coupe,Diesel,2.0L,62.8 mpg,7.1,Manual,,116,3 doors,4 seats,30
AUDI,TT,Used,14000,2006,Coupe,Diesel,2.0L,51.4 mpg,7.5,Automatic,quattro,144,3 doors,4 seats,155
AUDI,TT,Used,16995,2014,Coupe,Diesel,2.0L,67.3 mpg,7.1,Manual,,110,3 doors,4 seats,20
AUDI,TT,Used,16642,2014,Coupe,Diesel,2.0L,62.8 mpg,7.1,Manual,,116,3 doors,4 seats,30
AUDI,TT,Used,16799,2014,Coupe,Petrol,1.8L,47.1 mpg,6.9,Manual,,138,3 doors,4 seats,140
AUDI,TT,Used,16642,2014,Coupe,Diesel,2.0L,62.8 mpg,7.1,Manual,,116,3 doors,4 seats,30
AUDI,TT,Used,16010,2014,Coupe,Petrol,2.0L,44.1 mpg,5.3,Automatic,quattro,149,3 doors,4 seats,155
AUDI,TT,Used,16460,2006,Coupe,Diesel,2.0L,51.4 mpg,7.5,Automatic,quattro,144,3 doors,4 seats,155
AUDI,TT,Used,16642,2014,Coupe,Diesel,2.0L,62.8 mpg,7.1,Manual,,116,3 doors,4 seats,30
AUDI,TT,Used,12995,2006,Convertible,Diesel,2.0L,51.4 mpg,7.8,Manual,quattro,144,2 doors,2 seats,155
AUDI,TT,Used,14000,2006,Coupe,Diesel,2.0L,53.3 mpg,7.6,Manual,quattro,139,3 doors,4 seats,140
AUDI,TT,Used,14680,2014,Coupe,Diesel,2.0L,62.8 mpg,7.1,Manual,,116,3 doors,4 seats,30
AUDI,TT,Used,14995,2006,Coupe,Diesel,2.0L,51.4 mpg,7.5,Automatic,quattro,144,3 doors,4 seats,155
AUDI,TT,Used,14740,2014,Coupe,Diesel,2.0L,67.3 mpg,7.1,Manual,,110,3 doors,4 seats,20
AUDI,TT,Used,14680,2014,Coupe,Diesel,2.0L,62.8 mpg,7.1,Manual,,116,3 doors,4 seats,30
AUDI,TT,Used,14750,2006,Convertible,Petrol,1.8L,43.5 mpg,7.5,Manual,,152,2 doors,2 seats,195
AUDI,TT,Used,14480,2006,Convertible,Diesel,2.0L,51.4 mpg,7.8,Manual,quattro,144,2 doors,2 seats,155
AUDI,TT,Used,14000,2006,Coupe,Diesel,2.0L,53.3 mpg,7.6,Manual,quattro,139,3 doors,4 seats,140
AUDI,TT,Used,11400,2006,Coupe,Petrol,2.0L,42.8 mpg,6.0,Manual,,154,3 doors,4 seats,195
AUDI,TT,Used,14500,2006,Coupe,Petrol,2.0L,35.8 mpg,5.4,Automatic,quattro,169,3 doors,4 seats,230
AUDI,TT,Used,13999,2006,Coupe,Diesel,2.0L,53.3 mpg,7.6,Manual,quattro,139,3 doors,4 seats,140
AUDI,TT,Used,13375,2006,Convertible,Diesel,2.0L,,9.3,Automatic,,146,2 doors,2 seats,155
AUDI,TT,Used,13375,2006,Coupe,Petrol,2.0L,42.8 mpg,6.1,Manual,,154,3 doors,4 seats,195
AUDI,TT,Used,13350,2006,Coupe,Diesel,2.0L,53.3 mpg,7.6,Manual,quattro,139,3 doors,4 seats,140
AUDI,TT,Used,13190,2006,Coupe,Petrol,1.8L,44.1 mpg,7.3,Manual,,149,3 doors,4 seats,155
AUDI,TT,Used,13274,2006,Coupe,Diesel,2.0L,53.3 mpg,7.6,Manual,quattro,139,3 doors,4 seats,140
AUDI,TT,Used,13100,2006,Coupe,Diesel,2.0L,53.3 mpg,7.6,Manual,quattro,139,3 doors,4 seats,140
AUDI,TT,Used,13000,2006,Coupe,Petrol,2.0L,42.8 mpg,6.2,Manual,,154,3 doors,4 seats,195
AUDI,TT,Used,13000,2006,Coupe,Petrol,2.0L,42.8 mpg,6.0,Manual,,154,3 doors,4 seats,195
AUDI,TT,Used,13000,2006,Coupe,Diesel,2.0L,53.3 mpg,7.6,Manual,quattro,139,3 doors,4 seats,
AUDI,TT,Used,14000,2006,Coupe,Diesel,2.0L,53.3 mpg,7.6,Manual,quattro,139,3 doors,4 seats,140
AUDI,TT,Used,13999,2006,Coupe,Diesel,2.0L,51.4 mpg,7.5,Automatic,quattro,144,3 doors,4 seats,155
AUDI,TT,Used,13790,2006,Coupe,Diesel,2.0L,53.3 mpg,7.6,Manual,quattro,139,3 doors,4 seats,140
AUDI,TT,Used,13722,2006,Convertible,Petrol,2.0L,38.2 mpg,5.8,Automatic,quattro,172,2 doors,2 seats,230
AUDI,TT,Used,13497,2006,Coupe,Petrol,2.0L,39.8 mpg,6.1,Automatic,,164,3 doors,4 seats,195
AUDI,TT,Used,13499,2006,Coupe,Diesel,2.0L,51.4 mpg,7.7,Manual,quattro,139,3 doors,4 seats,140
AUDI,TT,Used,13490,2006,Convertible,Diesel,2.0L,51.4 mpg,7.8,Manual,quattro,144,2 doors,2 seats,155
AUDI,TT,Used,13995,2006,Coupe,Diesel,2.0L,53.3 mpg,7.6,Manual,quattro,139,3 doors,4 seats,140
AUDI,TT,Used,8995,2006,Coupe,Diesel,2.0L,53.3 mpg,7.5,Manual,quattro,139,3 doors,4 seats,140
AUDI,TT,Used,10495,2006,Convertible,Diesel,2.0L,51.4 mpg,7.7,Manual,,144,2 doors,2 seats,155
AUDI,TT,Used,10500,2006,Convertible,Petrol,2.0L,42.2 mpg,6.2,Manual,,156,2 doors,2 seats,195
AUDI,TT,Used,11400,2006,Coupe,Petrol,2.0L,42.8 mpg,6.0,Manual,,154,3 doors,4 seats,195
AUDI,TT,Used,11400,2006,Coupe,Petrol,2.0L,42.8 mpg,6.0,Manual,,154,3 doors,4 seats,195
AUDI,TT,Used,10795,2006,Coupe,Diesel,2.0L,53.3 mpg,7.6,Manual,quattro,139,3 doors,4 seats,140
AUDI,TT,Used,10790,2006,Convertible,Petrol,1.8L,43.5 mpg,7.5,Manual,,152,2 doors,2 seats,195
AUDI,TT,Used,10900,1999,Coupe,Petrol,3.2L,26.6 mpg,6.5,Manual,quattro,254,3 doors,4 seats,315
AUDI,TT,Used,10975,2006,Coupe,Diesel,2.0L,51.4 mpg,7.7,Manual,quattro,139,3 doors,4 seats,140
AUDI,TT,Used,10900,2006,Coupe,Petrol,2.0L,42.8 mpg,6.1,Manual,,154,3 doors,4 seats,
